,Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image,Brand
322,"OPPO F11 Pro (Waterfall Grey, 128 GB)",4.4,"17,990",6,128,256.0,16.51,6.5,48.0,5.0,,,4000,MediaTek Helio P70 Octa Core 2.1 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
323,"Realme XT (Pearl White, 64 GB)",4.5,"16,999",4,64,256.0,16.26,6.4,64.0,8.0,2,2.0,4000,Qualcomm 712 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
324,"TECNO Spark 6 Air (Ocean Blue, 32 GB)",5.0,"9,499",3,32,,17.78,7.0,13.0,,,,6000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
325,"Vivo V15 Pro (Topaz Blue, 128 GB)",4.5,"23,499",6,128,256.0,16.23,6.39,48.0,5.0,8,,3700,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
326,"Redmi Note 8 (Moonlight White, 64 GB)",4.4,"13,999",4,64,512.0,16.0,6.3,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
327,"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)",4.4,"29,499",8,128,512.0,17.02,6.7,64.0,12.0,5,5.0,4500,Qualcomm SM7150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
328,"Mi A3 (Kind of Grey, 128 GB)",4.2,"17,499",6,128,256.0,15.44,6.08,48.0,8.0,2,,4030,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
329,"OPPO Reno2 Z (Luminous Black, 256 GB)",4.5,"27,490",8,256,256.0,16.51,6.5,48.0,8.0,2,2.0,4000,MediaTek Helio P90 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
330,"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",4.4,"29,499",8,128,512.0,17.02,6.7,64.0,12.0,5,5.0,4500,Qualcomm SM7150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
331,"Realme X2 (Pearl White, 256 GB)",4.5,"22,999",8,256,,16.26,6.4,64.0,8.0,2,2.0,4000,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
332,"Realme X2 (Pearl Blue, 256 GB)",4.5,"22,999",8,256,,16.26,6.4,64.0,8.0,2,2.0,4000,Qualcomm Snapdragon 730G Processor,https://rukminim1.flixcart.com/image/312/312/k41mp3k0/mobile/7/h/g/realme-x2-rmx1992-original-imafnfe8kahx3kyz.jpeg?q=70,Realme
333,"Realme X2 (Pearl Green, 64 GB)",4.5,"17,999",4,64,,16.26,6.4,64.0,8.0,2,2.0,4000,Qualcomm Snapdragon 730G Processor,https://rukminim1.flixcart.com/image/312/312/k41mp3k0/mobile/f/6/g/realme-x2-rmx1992-original-imafnfe8k8yutker.jpeg?q=70,Realme
334,"Vivo S1 (Skyline Blue, 64 GB)",4.4,"20,990",6,64,256.0,16.21,6.38,16.0,8.0,2,,4500,Helio P65 (MT6768) Processor,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile/c/m/g/vivo-s1-vivo-1907-pd1913f-ex-original-imafgyfphrhdhvra.jpeg?q=70,Vivo
335,"Samsung Galaxy A71 (Haze Crush Silver, 128 GB)",4.4,"29,499",8,128,512.0,17.02,6.7,64.0,12.0,5,5.0,4500,Qualcomm SM7150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
336,"Redmi Note 8 Pro (Halo White, 64 GB)",4.4,"15,999",6,64,512.0,16.59,6.53,64.0,8.0,2,2.0,4500,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
337,"Mi A3 (More Than White, 64 GB)",4.3,"14,999",4,64,256.0,15.46,6.088,48.0,8.0,2,,4030,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
338,"Redmi Note 9 (Pebble Grey, 64 GB)",4.3,"13,319",4,64,,16.59,6.53,48.0,,,,5020,Mediatek Helio G85 octa core�processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
339,"Redmi Note 9 (Aqua Green, 128 GB)",4.3,"14,894",4,128,,16.59,6.53,48.0,,,,5020,Mediatek Helio G85 octa core�processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
340,"Vivo S1 (Diamond Black, 128 GB)",4.4,"19,229",6,128,256.0,16.21,6.38,16.0,8.0,2,,4500,Helio P65 (MT6768) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
341,"OPPO A5 2020 (Mirror Black, 64 GB)",4.4,"14,399",4,64,,16.51,6.5,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
342,"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)",4.3,"18,990",6,128,512.0,16.94,6.67,64.0,8.0,5,2.0,5020,Qualcomm Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
343,"Redmi 6A (Gold, 16 GB)",4.3,"7,399",2,16,128.0,13.84,5.45,13.0,,,,3000,Mediatek Helio A22 Quad Core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
344,"Samsung Galaxy M11 (Black, 32 GB)",4.2,"10,899",3,32,512.0,16.26,6.4,13.0,5.0,2,,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
345,"Voto V2i (Champagne Gold, 32 GB)",3.5,"4,890",2,32,,12.7,5.0,13.0,,,,3000,Spreadtrum SC9832 Cortex A7 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
346,"I Kall K800 (Gold, 16 GB)",3.2,"4,499",2,16,,13.97,5.5,5.0,,,,2500,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
347,"Realme X50 Pro 5G (Rust Red, 256 GB)",4.3,"47,999",12,256,,16.36,6.44,64.0,12.0,8,2.0,4200,Qualcomm Snapdragon 865�processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
348,"Redmi Note 8 Pro (Halo White, 128 GB)",4.4,"18,999",8,128,512.0,16.59,6.53,64.0,8.0,2,2.0,4500,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
349,"OPPO Reno2 (Luminous Black, 256 GB)",4.5,"39,990",8,256,256.0,16.51,6.5,48.0,8.0,13,2.0,4000,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
350,"Redmi Note 9 Pro Max (Interstellar Black, 64 GB)",4.3,"17,900",6,64,,16.94,6.67,64.0,,,,5020,Snapdragon 730G Octa Core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
351,"OPPO Reno2 (Ocean Blue, 256 GB)",4.5,"39,990",8,256,256.0,16.51,6.5,48.0,8.0,13,2.0,4000,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
352,"Redmi Note 8 Pro (Shadow Black, 64 GB)",4.4,"15,999",6,64,512.0,16.59,6.53,64.0,8.0,2,2.0,4500,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
353,"TECNO Spark Air 6 (White, 32 GB)",,"8,240",2,32,,17.78,7.0,13.0,,,,6000,MediaTek Helio A25 Octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
354,"Honor 9X (Midnight Black, 128 GB)",4.4,"16,999",6,128,512.0,16.74,6.59,48.0,8.0,2,,4000,Kirin 710F Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
355,"Realme X (Space Blue, 128 GB)",4.5,"17,999",4,128,,16.59,6.53,48.0,5.0,,,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
356,"Realme X (Space Blue, 128 GB)",4.5,"17,999",4,128,,16.59,6.53,48.0,5.0,,,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://rukminim1.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/a/h/w/realme-x-rmx1901-original-imafgzg9yvran9r3.jpeg?q=70,Realme
357,"I Kall K800 (Gold, 16 GB)",3.2,"4,499",2,16,,13.97,5.5,5.0,,,,2500,Quad-core MediaTek�Processor,https://rukminim1.flixcart.com/image/312/312/keiuxzk0/mobile/z/z/6/i-kall-k800-k800-original-imafv5zdwnnsxkh2.jpeg?q=70,
358,"Samsung Galaxy M01s� (Light Blue, 32 GB)",4.1,"10,114",3,32,512.0,15.75,6.2,13.0,2.0,,,4000,MediaTek | MT6762 octa core Processor,https://rukminim1.flixcart.com/image/312/312/kdbzqfk0/mobile/w/f/e/samsung-galaxy-m01s-b089ms4lgt-original-imafu9n25bvzyzgf.jpeg?q=70,Samsung
359,"Redmi K20 Pro (Pearl White, 128 GB)",4.5,"22,999",6,128,,16.23,6.39,48.0,13.0,8,,4000,Qualcomm Snapdragon 855 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
360,"Samsung Galaxy M31 (Ocean Blue, 64 GB)",4.3,"18,356",6,64,512.0,16.26,6.4,64.0,8.0,5,5.0,6000,Samsung Exynos 9 Octa 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
361,"OPPO Reno4 Pro (Starry Night, 128 GB)",4.5,"34,990",8,128,256.0,16.51,6.5,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 720G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
362,"OPPO F11 Pro (Aurora Green, 64 GB)",4.4,"16,890",6,64,256.0,16.51,6.5,48.0,5.0,,,4000,MediaTek Helio P70 Octa Core 2.1 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
363,"Redmi Note 9 (Arctic White, 64 GB)",4.3,"13,860",4,64,,16.59,6.53,48.0,,,,5020,Mediatek Helio G85 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
364,"Samsung Galaxy A10s (Black, 32 GB)",4.3,"9,799",2,32,512.0,15.75,6.2,13.0,2.0,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
365,"Vivo U10 (Electric Blue, 64 GB)",4.4,"11,490",3,64,256.0,16.13,6.35,13.0,8.0,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
366,"iQOO 3 (Tornado Black, 256 GB)",4.5,"37,990",8,256,,16.36,6.44,48.0,13.0,13,2.0,4440,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
367,"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",4.4,"22,999",6,128,512.0,16.26,6.4,48.0,12.0,5,5.0,4000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
368,"Realme XT (Pearl Blue, 64 GB)",4.5,"17,999",6,64,256.0,16.26,6.4,64.0,8.0,2,2.0,4000,Qualcomm 712 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
369,"Gionee S11 Lite (Dark Blue, 32 GB)",4.0,"8,999",4,32,256.0,14.48,5.7,13.0,2.0,,,3030,Snapdragon 430 Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
370,"Realme X2 Pro (Neptune Blue, 128 GB)",4.5,"31,999",8,128,,16.51,6.5,64.0,13.0,8,2.0,4000,Qualcomm Snapdragon 855 Plus Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
371,"Redmi Y3 (Prime Black, 64 GB)",4.4,"13,990",4,64,512.0,15.9,6.26,12.0,2.0,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
372,"Realme X3 SuperZoom (Glacier Blue, 256 GB)",4.2,"32,999",12,256,,16.69,6.57,64.0,8.0,8,2.0,4200,Qualcomm Snapdragon 855+ Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
373,"Realme X3 SuperZoom (Arctic White, 128 GB)",4.3,"27,999",8,128,,16.69,6.57,64.0,8.0,8,2.0,4200,Qualcomm Snapdragon 855+ Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
374,"Redmi K20 (Glacier Blue, 128 GB)",4.5,"21,999",6,128,,16.23,6.39,48.0,13.0,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
375,"OPPO A52 (Twilight Black, 128 GB)",4.3,"16,990",6,128,256.0,16.51,6.5,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
376,"OPPO A52 (Stream White, 128 GB)",4.3,"16,990",6,128,256.0,16.51,6.5,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
377,"OPPO A52 (Twilight Black, 128 GB)",,"14,990",4,128,256.0,16.51,6.5,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
378,"OPPO A52 (Stream White, 128 GB)",,"14,990",4,128,256.0,16.51,6.5,12.0,8.0,2,2.0,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
379,"Redmi K20 (Carbon Black, 64 GB)",4.5,"21,999",6,64,,16.23,6.39,48.0,13.0,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
380,"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",4.3,"18,570",4,128,,16.26,6.4,48.0,5.0,8,,4000,Exynos 9611 Processor,https://rukminim1.flixcart.com/image/312/312/k0flmkw0/mobile/x/e/s/samsung-galaxy-a50s-sm-a507fzlvins-original-imafk8h4pfhftnz6.jpeg?q=70,Samsung
381,"iQOO 3 (Quantum Silver, 128 GB)",4.5,"34,990",8,128,,16.36,6.44,48.0,13.0,13,2.0,4440,Qualcomm Snapdragon 865 Processor,https://rukminim1.flixcart.com/image/312/312/k6tniq80/mobile/c/5/j/iqoo-3-i1927-4g-pd1964bf-ex-original-imafp773fqky9zhz.jpeg?q=70,
382,"Redmi Note 9 Pro (Champagne Gold, 64 GB)",4.3,,4,64,,16.94,6.67,48.0,48.0,8,5.0,5020,Qualcomm� Snapdragon� 720G Processor,https://rukminim1.flixcart.com/image/312/312/keykscw0/mobile/k/g/w/mi-redmi-note-9-pro-max-m2003j6b1l-original-imafvj4vw773kgjr.jpeg?q=70,Redmi
383,"Vivo V15 Pro (Topaz Blue, 128 GB)",4.5,"28,499",8,128,256.0,16.23,6.39,48.0,8.0,5,,3700,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
384,"iQOO 3 (Tornado Black, 128 GB)",4.5,"34,990",8,128,,16.36,6.44,48.0,13.0,13,2.0,4440,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
385,"Realme X3 SuperZoom (Glacier Blue, 128 GB)",4.3,"27,999",8,128,,16.69,6.57,64.0,8.0,8,2.0,4200,Qualcomm Snapdragon 855+ Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
386,"Redmi Note 5 (Gold, 32 GB)",4.4,"10,150",3,32,128.0,15.21,5.99,12.0,,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
387,"Samsung Galaxy S10 Lite (Prism Black, 128 GB)",4.5,"42,999",8,128,1.0,17.02,6.7,48.0,12.0,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
388,"OPPO F11 (Fluorite Purple, 128 GB)",4.4,"17,990",6,128,256.0,16.59,6.53,48.0,5.0,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
389,"Vivo V15 Pro (Ruby Red, 128 GB)",4.5,"23,990",6,128,256.0,16.23,6.39,48.0,8.0,5,,3700,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
390,"Redmi Note 8 (Cosmic Purple, 64 GB)",4.4,"13,990",4,64,512.0,16.0,6.3,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
391,"Honor 9X (Sapphire Blue, 128 GB)",4.3,"15,999",4,128,512.0,16.74,6.59,48.0,8.0,2,,4000,Kirin 710F Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
392,"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",4.3,"33,100",8,128,512.0,17.02,6.7,64.0,5.0,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
393,"Mi A3 (More Than White, 128 GB)",4.2,"17,495",6,128,256.0,15.44,6.08,48.0,8.0,2,,4030,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
394,"Redmi K20 Pro (Flame Red, 256 GB)",4.5,"31,999",8,256,,16.23,6.39,48.0,13.0,8,,4000,Qualcomm Snapdragon 855 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
395,"Vivo U10 (Electric Blue, 64 GB)",4.4,"12,990",4,64,256.0,16.13,6.35,13.0,8.0,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
396,"OPPO Reno4 Pro (Silky White, 128 GB)",4.5,"34,990",8,128,256.0,16.51,6.5,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 720G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
397,"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",4.3,"18,570",4,128,,16.26,6.4,48.0,8.0,5,,4000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
398,"OPPO A1K (Black, 32 GB)",4.3,"10,990",2,32,256.0,15.49,6.1,8.0,,,,4000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
399,"Redmi Note 9 Pro (Champagne Gold, 128 GB)",4.3,"19,994",6,128,512.0,16.94,6.67,48.0,8.0,5,2.0,5020,Qualcomm� Snapdragon� 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
400,"Redmi Note 7 Pro (Moonlight White, 64 GB)",4.5,"14,490",4,64,256.0,16.0,6.3,48.0,5.0,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
401,"Mi A2 (Red, 128 GB)",4.1,"13,999",6,128,,15.21,5.99,20.0,12.0,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
402,"Samsung Galaxy S10 Lite (Prism Blue, 128 GB)",4.5,"42,999",8,128,1.0,17.02,6.7,48.0,12.0,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
403,"OPPO Reno 10x Zoom (Jet Black, 256 GB)",4.4,"41,990",8,256,256.0,16.76,6.6,48.0,13.0,8,,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
404,"Samsung Galaxy Note10 Lite (Aura Glow, 128 GB)",4.4,"39,999",8,128,1.0,17.02,6.7,12.0,12.0,12,,4500,Exynos 9810 Processor,https://rukminim1.flixcart.com/image/312/312/k5r2mq80/mobile/r/q/z/samsung-galaxy-note10-lite-sm-n770fzsninu-original-imafzd7zse665hdq.jpeg?q=70,Samsung
405,"Samsung Galaxy M30S (Blue, 128 GB)",4.3,"17,249",4,128,512.0,16.26,6.4,48.0,8.0,,,6000,Exynos 9810 Processor,https://rukminim1.flixcart.com/image/312/312/kb1470w0/mobile/s/x/f/samsung-galaxy-m30s-sm-m307fzkdinss-original-imafsh7heuaqttfy.jpeg?q=70,Samsung
406,"Lenovo A7 (Blue, 32 GB)",4.0,"8,490",2,32,128.0,15.47,6.09,13.0,,,,4000,�Octa-core Unisoc SC9863�Processor,https://rukminim1.flixcart.com/image/312/312/keq058w0/mobile/f/n/5/lenovo-a7-a7-l19111-original-imafvc8ysvx2ptpd.jpeg?q=70,Lenovo
407,"Redmi Note 8 (Moonlight White, 128 GB)",4.4,"15,978",6,128,512.0,16.0,6.3,48.0,8.0,2,2.0,4000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
408,"OPPO A1K (Red, 32 GB)",4.3,"10,990",2,32,256.0,15.49,6.1,8.0,,,,4000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
409,"Honor 9X (Sapphire Blue, 128 GB)",4.4,"16,999",6,128,512.0,16.74,6.59,48.0,8.0,2,,4000,Kirin 710F Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
410,"Nokia 4.2 (Black, 32 GB)",4.1,"10,900",3,32,400.0,14.5,5.71,13.0,2.0,,,3000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
411,"Motorola E7 Plus (Twilight Orange, 64 GB)",4.3,"9,499",4,64,512.0,16.51,6.5,48.0,2.0,,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
412,"OPPO K1 (Piano Black, 64 GB)",4.4,"14,990",4,64,256.0,16.28,6.41,16.0,2.0,,,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
413,"OPPO Reno3 Pro (Midnight Black, 256 GB)",4.4,"29,990",8,256,256.0,16.26,6.4,64.0,13.0,8,2.0,4025,MediaTek Helio P95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
414,"Vivo S1 (Diamond Black, 128 GB)",4.5,"16,990",4,128,256.0,16.21,6.38,16.0,8.0,2,,4500,Helio P65 (MT6768) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
415,"Vivo S1 (Skyline Blue, 128 GB)",4.5,"16,990",4,128,256.0,16.21,6.38,16.0,8.0,2,,4500,Helio P65 (MT6768) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
416,"Samsung Galaxy S10 Lite (Prism Black, 512 GB)",4.5,"47,999",8,512,1.0,17.02,6.7,48.0,12.0,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
417,"Samsung Galaxy Note10 Lite (Aura Black, 128 GB)",4.4,"39,999",8,128,1.0,17.02,6.7,12.0,12.0,12,,4500,Exynos 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
418,"Redmi Y3 (Elegant Blue, 32 GB)",4.3,"11,450",3,32,512.0,15.9,6.26,12.0,2.0,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
419,"Vivo X50 (Frost Blue, 128 GB)",4.3,"34,990",8,128,,16.66,6.56,48.0,13.0,8,5.0,4200,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
420,"Redmi 7 (Eclipse Black, 32 GB)",4.3,"9,450",2,32,,15.9,6.26,12.0,,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
421,"Redmi 7 (Lunar Red, 32 GB)",4.3,"9,190",2,32,,15.9,6.26,12.0,,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
